LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus_1,month_sold_2,month_sold_3,month_sold_4,month_sold_5,month_sold_6,month_sold_7,month_sold_8,month_sold_9,month_sold_10,month_sold_11,month_sold_12,structure_quality_2,structure_quality_3,structure_quality_4,structure_quality_5
25.6786611723,-80.3208349413,9476.0,2694.0,34925.0,1119.9,18951.4,12569.5,55154.4,4252.9,965.0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25.6727702452,-80.4641938494,5000.0,2372.0,525.0,4934.3,56160.1,45856.5,96999.0,49958.9,24902.0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25.7121345292,-80.3496077603,7875.0,2303.0,33596.0,4667.4,32248.3,14090.0,56674.2,14646.5,5217.4,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.9138375772,-80.1771769034,8250.0,2024.0,19964.0,5101.9,18290.6,4816.9,50073.6,47297.9,10201.7,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.7406105325,-80.3862571733,7500.0,1856.0,3055.0,15135.7,46171.5,18401.7,65003.2,30518.0,563.6,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.773690268,-80.4144712883,5450.0,1801.0,4027.0,3254.7,58596.3,26183.0,72943.3,45412.9,1295.6,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.7524589172,-80.3007814663,6045.0,1117.0,581.0,2265.7,22008.8,4825.3,36610.5,13868.1,6253.8,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.7266034879,-80.2896176939,7500.0,1310.0,0.0,5746.0,14107.5,4051.9,36680.2,13117.1,9330.0,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.8328388126,-80.2439303623,8175.0,1884.0,33388.0,848.3,33565.2,10471.9,26414.5,26414.5,7411.6,46,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25.6486284285,-80.3511887143,15000.0,3119.0,32890.0,5678.6,19028.5,18220.9,69839.5,18995.6,8775.3,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25.7854201742,-80.2096119035,4241.0,1526.0,2064.0,335.6,13654.8,476.6,6360.4,6360.4,701.6,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25.7166617862,-80.2509978574,9600.0,3508.0,35555.0,5130.2,1133.9,729.3,28984.2,12147.6,17535.6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.638826308,-80.4534262527,5170.0,2982.0,80.0,205.3,49042.5,35910.3,99360.0,49480.5,22435.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.6829356899,-80.3644912552,10450.0,2030.0,5485.0,2089.9,30963.7,25177.9,65967.4,16894.0,2331.3,51,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25.5318743769,-80.3847453774,5435.0,2172.0,2240.0,13899.7,17547.1,12006.7,109123.1,61520.7,687.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25.6352594731,-80.4048550528,6366.0,2639.0,2088.0,462.0,33267.5,22201.6,86679.6,35737.2,6482.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.5978999095,-80.3187035041,15000.0,3245.0,2376.0,13448.0,3212.0,3021.2,77016.3,32886.0,16536.7,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.6207971954,-80.3214976152,15600.0,3213.0,28775.0,7081.7,5462.3,5443.6,70687.8,24655.5,18753.4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.9317812419,-80.2814787738,7500.0,1238.0,3021.0,14667.9,52804.1,1050.3,63439.2,63439.2,2308.1,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.8856666049,-80.2933564349,4409.0,1464.0,8306.0,10700.5,56476.8,6633.3,51598.3,50741.6,9890.9,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25.8510808307,-80.30862707,6650.0,1723.0,30671.0,3352.9,49938.1,2017.5,46700.1,40343.2,4468.4,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.8063716663,-80.1983460948,7200.0,1705.0,0.0,1889.3,21114.1,3885.8,10881.9,10881.9,1785.1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.9349084358,-80.1845468271,7875.0,1614.0,2945.0,3601.4,21117.2,3040.3,57528.6,55324.0,2782.5,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25.6009543483,-80.3433778773,10824.0,1486.0,4662.0,10114.9,11348.2,2814.9,80804.8,33219.8,9109.2,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.8224113744,-80.2998748493,8124.0,2133.0,37498.0,2242.4,39561.8,3090.8,38920.4,29692.2,7068.7,48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25.7637475378,-80.3660493729,11800.0,2440.0,3185.0,6726.0,42524.9,9940.3,57190.2,32327.3,5929.8,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25.8523796026,-80.2548237148,8100.0,2159.0,1735.0,734.5,41515.3,10720.7,34223.0,34223.0,14743.4,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25.6681119044,-80.4076717066,8535.0,2639.0,18602.0,9461.0,38524.2,32204.2,80974.7,31860.3,6383.9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25.8748555232,-80.1972842331,9225.0,1643.0,5240.0,5780.9,25297.2,3785.4,35662.1,35662.1,3729.1,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.8421045265,-80.3610037658,4885.0,3630.0,1610.0,8186.4,58049.8,11229.8,60227.1,47545.3,8527.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25.8898845425,-80.3630360947,4500.0,1520.0,1230.0,3204.0,71597.7,6247.8,69477.4,61432.4,6252.9,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25.5854430165,-80.3446317254,9900.0,1824.0,5044.0,11535.8,12051.8,2022.4,85597.7,38775.8,6998.3,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25.8751708091,-80.2138802813,7000.0,984.0,6229.0,10864.6,30752.9,6534.3,36404.6,36404.6,1654.2,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.7229765341,-80.2582304168,9450.0,2584.0,32017.0,1817.3,4410.3,2420.0,29015.7,9626.5,18034.8,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.7617278274,-80.2737733326,7038.0,1540.0,29556.0,8407.0,17090.4,6553.7,27178.1,6593.2,7745.5,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25.7187233994,-80.2529280412,7980.0,2229.0,0.0,4134.8,2108.7,1716.2,28883.8,11298.9,17549.3,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.9240448109,-80.1842317321,8441.0,1646.0,21687.0,6558.4,20751.1,5388.5,53586.9,51561.4,6020.5,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.6798751011,-80.4335513369,4704.0,1637.0,2134.0,14944.2,48085.4,40626.3,86714.0,39663.6,14718.5,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.9623190795,-80.2345543434,5000.0,1682.0,455.0,13625.6,38037.4,91.2,65198.6,65198.6,1699.8,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25.8046641518,-80.331666378,4925.0,3855.0,39605.0,3973.6,41631.1,3439.1,46818.9,31225.3,3462.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25.4884012083,-80.4405639202,7875.0,1306.0,2146.0,14497.2,32997.9,22527.2,132785.2,83860.8,3448.3,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25.5775175728,-80.3340928243,8146.0,3096.0,0.0,14057.7,9144.0,6337.0,86022.1,40842.5,9706.9,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25.7004113366,-80.2754259736,5950.0,2712.0,9052.0,4176.1,8919.5,2324.9,38805.2,13202.5,13757.6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25.5036028144,-80.4054680402,5400.0,1656.0,4150.0,25599.5,21587.1,14696.3,121453.4,73652.7,3321.3,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25.6067444247,-80.3859699905,7500.0,1953.0,6097.0,5886.4,25355.2,10870.5,88631.1,38058.1,2578.2,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25.9373750657,-80.2493884726,8800.0,1123.0,1448.0,10168.1,42409.3,2169.9,61254.4,61254.4,4023.6,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25.5534096214,-80.3809407469,6993.0,2172.0,198.0,5972.8,18458.8,6297.8,102068.4,53833.2,5969.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25.6747130016,-80.3327083684,16680.0,2582.0,25091.0,5267.3,22200.4,16141.7,59066.0,7997.2,4974.9,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25.9221550146,-80.3369256271,9378.0,3904.0,38951.0,17318.4,70848.8,2514.4,70983.1,67738.2,3912.4,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.9563736451,-80.3138957305,20570.0,2507.0,19959.0,28226.3,64005.7,142.8,76436.7,76436.7,5111.2,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.854796586,-80.1902209679,4750.0,1055.0,0.0,841.0,23425.9,576.4,28356.1,28356.1,5787.1,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25.6006287544,-80.386456339,7875.0,1784.0,9101.0,7262.2,25537.5,10135.7,90306.9,39907.6,2950.7,45,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25.7417738435,-80.3039248349,5000.0,1647.0,2611.0,1160.6,20693.7,974.4,38711.8,15135.3,5124.7,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.470285602,-80.4969015368,6000.0,2212.0,0.0,1757.6,51546.2,21573.8,149773.1,99665.6,9544.1,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25.6932477281,-80.3314583854,8020.0,2375.0,3042.0,3866.1,23928.5,16580.5,54780.8,6142.1,3672.0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25.6636713833,-80.4344089138,5500.0,2316.0,37104.0,9077.5,45803.8,36382.1,89498.6,40798.4,15324.6,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.7310453487,-80.2971189857,5100.0,854.0,2155.0,3319.1,16990.0,2084.4,38124.0,14294.1,6952.3,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25.6792521444,-80.4480504444,6005.0,1877.0,0.0,10288.7,52218.5,43577.8,91163.8,44422.9,19480.3,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25.7569332485,-80.2236414219,5450.0,2046.0,1819.0,3841.1,6368.9,5994.6,12410.3,11797.4,4759.7,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25.5327797463,-80.3822454883,5000.0,2172.0,2240.0,13479.6,16753.1,11205.2,108382.5,60910.2,855.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25.7431322668,-80.3220667161,7500.0,2145.0,20745.0,3512.2,26250.2,1848.5,44245.3,20031.4,750.7,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25.7270774915,-80.3691556307,7500.0,1486.0,6555.0,12795.9,39786.8,16892.9,60770.9,23052.3,4739.1,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25.4575296175,-80.4488304129,3920.0,1995.0,1747.0,10564.4,36034.8,24433.8,143408.4,95007.8,4014.0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25.6072818933,-80.3147976838,17010.0,3598.0,34594.0,11697.9,1976.3,1881.9,73445.1,29427.2,18752.3,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.886260998,-80.3472966529,3402.0,1274.0,4784.0,5511.9,67536.7,4016.5,64560.1,57561.3,4504.1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.6279401991,-80.4220425611,4400.0,2162.0,3692.0,1918.0,38081.5,25041.0,92834.8,41958.1,12390.9,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.4729385873,-80.4245271785,3600.0,1581.0,2538.0,17933.8,27661.3,16354.0,134205.0,86415.5,4061.0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25.5025232849,-80.4004870471,5400.0,2171.0,3763.0,25447.1,19924.6,13019.1,120833.5,73349.4,4702.5,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25.5951743599,-80.3957343058,7575.0,1312.0,2214.0,7689.2,28604.6,11341.2,93872.9,43350.2,6449.3,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25.6451963785,-80.3567272374,14480.0,2721.0,20944.0,6920.7,19821.2,18546.7,72016.1,21120.9,8162.1,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25.7459629832,-80.2635421279,6350.0,1883.0,576.0,5407.7,10693.5,5287.2,25808.0,2015.3,13602.2,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25.6789847592,-80.3823104088,21630.0,2459.0,3783.0,5703.4,33953.8,30141.3,71722.8,22875.5,2039.2,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.9144942288,-80.1760732395,8645.0,2782.0,5347.0,4719.2,17927.1,4394.4,50346.3,47403.2,10371.4,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25.6349719606,-80.3728119525,7900.0,1536.0,6732.0,6634.6,23119.7,16324.5,78490.9,27513.8,3356.2,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25.5946338252,-80.3435109882,13300.0,2047.0,31247.0,12424.9,11344.8,1489.9,82656.0,35441.0,8372.2,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.924314721,-80.1732431334,7980.0,1583.0,2538.0,4908.7,17151.0,2472.9,53984.4,50526.7,8125.1,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.6232265518,-80.4188524348,5000.0,2884.0,25949.0,2336.2,36738.0,23258.6,92990.1,41995.8,11778.2,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25.8737636813,-80.1895634271,11000.0,1832.0,411.0,3269.9,22770.8,1829.2,35240.1,35240.1,6212.9,46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.8374033547,-80.368849383,4000.0,3220.0,11332.0,10935.9,58697.3,14189.2,61987.1,48263.0,5908.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25.7161542299,-80.4091200463,7725.0,1044.0,0.0,21113.1,49759.2,29408.9,74505.1,33029.2,8332.5,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25.7400633216,-80.4351882894,6370.0,3003.0,0.0,15565.2,61973.8,33710.7,80878.4,44218.6,14344.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.8528461835,-80.2243713319,7436.0,1093.0,0.0,4259.4,34674.3,3092.9,29510.6,29510.6,5412.5,60,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25.8213646187,-80.2674971509,6471.0,1037.0,0.0,2753.8,33612.0,2286.8,29442.0,26202.7,4890.8,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25.9325323771,-80.3054336753,4410.0,2158.0,2580.0,20185.3,60677.3,1498.8,67680.9,67680.9,2784.1,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25.9183520547,-80.3343051211,8720.0,2944.0,32332.0,16594.1,69928.7,2893.4,69368.5,66144.4,2954.4,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.8631756046,-80.2563523698,8400.0,1677.0,4533.0,515.7,45009.8,7998.7,37710.2,37710.2,15806.8,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25.9519585829,-80.2751656073,9191.0,1093.0,2762.0,20047.9,51271.0,2967.0,69187.1,69187.1,7005.7,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.5028293014,-80.4116162362,4482.0,1731.0,3136.0,25415.8,23591.6,16532.2,122876.0,74778.6,1746.6,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25.7006202868,-80.373804237,4956.0,1633.0,0.0,8528.6,37914.6,22944.4,65653.0,20322.4,3132.4,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.9547819851,-80.1543076052,8960.0,2369.0,23903.0,2003.1,11620.1,4.2,60523.6,60124.0,4698.7,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25.9535294329,-80.2187233202,7500.0,1374.0,915.0,7562.7,32781.4,2479.7,64796.6,64796.6,3222.0,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.6738650376,-80.4343519293,4477.0,2165.0,0.0,12784.7,47309.9,39113.5,87843.3,40126.9,15034.5,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.8609885491,-80.2623212651,5000.0,1268.0,6631.0,699.9,45375.9,10013.5,38216.2,38216.2,17770.2,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.9535045954,-80.2630155253,7644.0,1333.0,1861.0,17030.8,47328.6,862.5,68256.5,68256.5,6583.7,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25.7843267354,-80.2260941648,6674.0,2239.0,3702.0,3842.9,15068.2,422.5,11298.0,11298.0,678.7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25.5386662768,-80.3662038809,5049.0,2145.0,0.0,11960.6,11959.1,6483.0,103635.9,57107.5,380.5,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25.7044544633,-80.2737257504,43124.0,3594.0,2808.0,3343.1,8456.9,777.7,37264.0,14181.5,14325.3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.9396988849,-80.2108847759,7950.0,1247.0,0.0,2634.1,29830.0,5235.6,59519.3,59519.3,2260.6,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25.6010535728,-80.3389798112,7500.0,1244.0,1959.0,10105.6,9912.9,3854.6,79912.0,32800.7,10503.8,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.6857467422,-80.3060920501,43560.0,3536.0,35008.0,1317.8,15100.9,9258.9,49711.7,2476.5,2998.2,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25.7817953803,-80.2472587202,8880.0,1758.0,4351.0,5843.8,18226.0,1047.5,17985.6,12249.8,874.3,66,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25.6735090209,-80.459022196,2738.0,1711.0,0.0,6639.8,54682.5,44741.9,95339.2,48242.4,23190.0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25.7649667505,-80.3293802206,24000.0,3325.0,40321.0,6496.5,32218.3,641.6,45130.1,23860.3,2910.3,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25.5771808336,-80.3819105468,11183.0,1425.0,9068.0,2592.7,23793.6,3395.0,95541.7,46242.2,5471.3,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25.7056040512,-80.2753588388,7500.0,2036.0,2041.0,2784.0,8929.7,459.6,37461.7,13937.4,13820.7,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25.6950708478,-80.4314573411,8250.0,2717.0,111.0,16319.4,50370.9,39881.3,83962.6,38908.2,14036.5,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.5607282507,-80.3655558717,6600.0,1112.0,0.0,5287.9,15818.0,1595.8,96914.9,49449.4,876.7,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25.6772512201,-80.4153155916,8175.0,1967.0,23246.0,13638.7,42385.7,36370.1,81662.0,33766.0,8737.8,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25.9372943767,-80.3497320824,6118.0,2406.0,4312.0,19601.0,75306.4,3138.2,77894.3,74469.2,198.1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.8859785008,-80.1759927884,9975.0,1404.0,2777.0,861.5,18003.8,3970.3,40060.6,37698.5,10774.6,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25.4539355221,-80.4880390603,6650.0,1563.0,0.0,3428.4,49028.8,23561.9,152355.2,102781.3,4363.6,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.7570009583,-80.321082703,9179.0,1960.0,2224.0,3330.3,28371.2,294.7,42800.2,20653.2,130.1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.8529211829,-80.1373990551,6500.0,1662.0,0.0,15326.8,6043.3,570.1,33084.1,22717.6,14522.4,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.5636562131,-80.3539910977,3866.0,1792.0,0.0,7955.0,13861.2,2112.9,93867.2,47240.7,2862.6,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25.7473123092,-80.4311143536,7001.0,2934.0,2200.0,12867.6,61129.7,31859.7,79166.4,44214.3,11372.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25.7742924165,-80.2467407315,6000.0,1489.0,810.0,8405.7,15920.5,3525.3,17785.5,9743.5,3556.5,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25.6285396686,-80.4032986421,8865.0,1975.0,2840.0,326.8,32086.1,20145.1,87756.0,36708.2,6316.3,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.6396424017,-80.3591681487,15595.0,2835.0,25933.0,6862.8,19564.9,16699.2,73979.9,23188.4,7945.7,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.7183115737,-80.3496684478,7500.0,1367.0,3267.0,5687.2,33101.4,12758.3,55801.8,16080.8,6431.4,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.6384685877,-80.4559706013,10259.0,3079.0,550.0,52.6,49801.0,36449.3,100117.5,50270.3,23229.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.9680941691,-80.2557577453,7950.0,2444.0,220.0,19097.8,45044.8,2130.9,66954.9,66954.9,1354.0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25.633387612,-80.2896584361,6077.0,5864.0,0.0,15020.8,3479.6,128.6,61003.5,21429.5,18611.3,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.7620193138,-80.3020915283,2749.0,1653.0,2720.0,1887.6,24442.5,4192.3,36348.1,14942.4,6006.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25.9497955495,-80.2169542368,7800.0,1192.0,2350.0,6258.1,32131.2,3817.9,63390.8,63390.8,3212.1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.7135657744,-80.3137333239,15905.0,4182.0,49720.0,2202.1,21216.3,8000.1,45899.4,9063.3,1332.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
